Text,Product_Name,Promotion_Type,Marketplace_Name
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp95,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp475,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp190,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp140,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,900,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,700,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,300,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp60,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp6,000,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,500,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp12,500,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp14,500,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp80,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp400,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp160,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp120,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,600,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp4,800,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp2,800,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp65,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp6,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp10,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp12,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp14,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp75,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp375,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp150,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp115,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,500,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp4,500,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp2,600,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp70,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp7,000,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp10,500,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp13,500,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp15,500,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp85,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp425,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp170,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp130,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,300,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp3,900,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp2,200,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp75,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp7,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp11,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp14,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp16,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp13,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"pengen beli sabun mandi nasi dengan harga 90,000 di shopee",sabun,,shopee
"pengen beli celana chino dengan harga 150,000 di shopee",celana,,shopee
"pengen beli monitor gaming g24f dengan harga 2,550,000 yang diskon 6% di shopee",monitor,6%,shopee
"pengen beli ssd nvme midasforce 1tb dengan harga 700,000 di shopee",ssd nvme,,shopee
"pengen beli ringlight dengan harga 80,000 di shopee untuk livestream",ringlight,,shopee
"pengen beli dumbell dengan harga 410,000 di shopee untuk kesehatan",dumbell,,shopee
"pengen beli kaos polo dengan harga 140,000 di shopee",kaos,,shopee
"pengen beli earphone bluetooth dengan harga 170,000 di shopee",earphone,,shopee
"pengen beli body scrub dengan harga 61,000 di shopee",body scrub,,shopee
"pengen beli celana kulot dengan harga 110,000 di shopee",celana kulot,,shopee
"pengen beli knalpot dengan harga 1,000,000 di tokopedia",knalpot,,tokopedia
"pengen beli fairing dengan harga 500,000 di tokopedia",fairing,,tokopedia
"pengen beli helm dengan harga 900,000 di tokopedia",helm,,tokopedia
"pengen beli shockbreaker dengan harga 500,000 di tokopedia",shockbreaker,,tokopedia
"pengen beli gorden dengan harga 4,000,000 di tokopedia",gorden,,tokopedia
"pengen beli windshield dengan harga 500,000 di tokopedia",windshield,,tokopedia
"pengen beli handycam dengan harga 3,000,000 di tokopedia",handycam,,tokopedia
"pengen beli springbed dengan harga 2,095,000 di tokopedia",springbed,,tokopedia
"pengen beli strap jam tangan dengan harga 1,000,000 di tokopedia",strap jam tangan,,tokopedia
"pengen beli pen tablet dengan harga 1,000,000 di tokopedia",pen tablet,,tokopedia
"pengen beli underpad dengan harga 30,000 di tokopedia",underpad,,tokopedia
"pengen beli ikan mujair dengan harga 50,000 di tokopedia",ikan,,tokopedia
"pengen beli dipan dengan harga 5,000,000 di tokopedia",dipan,,tokopedia
"pengen beli rice cooker dengan harga 180,000 di tokopedia",rice cooker,,tokopedia
"pengen beli cat litter dengan harga 80,000 di tokopedia",cat litter,,tokopedia
"pengen beli alat cukur kumis dengan harga 130,000 di tokopedia",alat cukur,,tokopedia
"pengen beli vaccum cleaner dengan harga 290,000 di tokopedia",vaccum cleaner,,tokopedia
"pengen beli termometer dengan harga 120,000 di tokopedia",termometer,,tokopedia
"pengen beli payung dengan harga 50,000 di tokopedia",payung,,tokopedia
"pengen beli humidifier dengan harga 30,000 di tokopedia",humidifier,,tokopedia
"pengen beli pupuk dengan harga 30,000 di tokopedia",pupuk,,tokopedia
"pengen beli selang dengan harga 130,000 di tokopedia",selang,,tokopedia
"pengen beli stopkontak dengan harga 20,000 di tokopedia",stopkontak,,tokopedia
"pengen beli kursi lipat dengan harga 120,000 di tokopedia",kursi lipat,,tokopedia
"pengen beli gembok dengan harga 90,000 di tokopedia",gembok,,tokopedia
"pengen beli koper dengan harga 2,000,000 di tokopedia",koper,,tokopedia
"pengen beli asbak dengan harga 50,000 di tokopedia",asbak,,tokopedia
"pengen beli pel dengan harga 100,000 di tokopedia",pel,,tokopedia
"pengen beli kipas dengan harga 140,000 di tokopedia",kipas,,tokopedia
"pengen beli spons dengan harga 40,000 di tokopedia",spons,,tokopedia
"pengen beli karpet dengan harga 200,000 di tokopedia",karpet,,tokopedia
"pengen beli sarung dengan harga 80,000 di tokopedia",sarung,,tokopedia
"pengen beli kabinet dengan harga 500,000 di tokopedia",kabinet,,tokopedia
"pengen beli pot bunga dengan harga 130,000 di tokopedia",pot,,tokopedia
"pengen beli tanah dengan harga 5,000,000,000 di tokopedia",tanah,,tokopedia
"pengen beli gopro dengan harga 3,300,000 di tokopedia",gopro,,tokopedia
"pengen beli tabung gas dengan harga 130,000 di tokopedia",tabung gas,,tokopedia
"pengen beli kanopi dengan harga 130,000 di tokopedia",kanopi,,tokopedia
"pengen beli brake fluid dengan harga 130,000 di tokopedia",brake fluid,,tokopedia
"pengen beli jemuran dengan harga 80,000 di tokopedia",jemuran,,tokopedia
"pengen beli dream catcher dengan harga 130,000 di tokopedia",dream catcher,,tokopedia
"pengen beli kalender dengan harga 30,000 di tokopedia",kalender,,tokopedia
"pengen beli stik golf dengan harga 1,300,000 di tokopedia",stik golf,,tokopedia
"pengen bola golf dengan harga 30,000 di tokopedia",bola golf,,tokopedia
"pengen beli tisu dengan harga 20,000 di tokopedia",tisu,,tokopedia
"pengen beli beanie dengan harga 50,000 di tokopedia",beanie,,tokopedia
"pengen beli bunga mawar dengan harga 20,000 di tokopedia",bunga mawar,,tokopedia
"pengen beli bunga adenium dengan harga 20,000 di tokopedia",bunga adenium,,tokopedia
"pengen beli bunga agapanthus dengan harga 20,000 di tokopedia",bunga agapanthus,,tokopedia
"pengen beli bunga ageratum dengan harga 20,000 di tokopedia",bunga ageratum,,tokopedia
"pengen beli bunga alamanda dengan harga 20,000 di tokopedia",bunga alamanda,,tokopedia
"pengen beli gunting kuku dengan harga 30,000 di tokopedia",gunting,,tokopedia
"pengen beli ikan bandeng dengan harga 50,000 di tokopedia",ikan bandeng,,tokopedia
"pengen beli ikan baronang dengan harga 30,000 di tokopedia",ikan baronang,,tokopedia
"pengen beli ikan belanak dengan harga 30,000 di tokopedia",ikan belanak,,tokopedia
"pengen beli ikan cakalang dengan harga 30,000 di tokopedia",ikan cakalang,,tokopedia
"pengen beli ikan giru dengan harga 30,000 di tokopedia",ikan giru,,tokopedia
"pengen beli ikan kakap dengan harga 30,000 di tokopedia",ikan kakap,,tokopedia
"pengen beli ikan tuna dengan harga 30,000 di tokopedia",ikan tuna,,tokopedia
"pengen beli ikan salmon dengan harga 30,000 di tokopedia",ikan salmon,,tokopedia
"pengen beli ikan arwana dengan harga 30,000 di tokopedia",ikan arwana,,tokopedia
"pengen beli ikan gabus dengan harga 30,000 di tokopedia",ikan gabus,,tokopedia
"pengen beli ikan nilem dengan harga 30,000 di tokopedia",ikan nilem,,tokopedia
"pengen beli anggur merah dengan harga 100,000 di tokopedia",anggur merah,,tokopedia
"pengen beli bir dengan harga 100,000 di tokopedia",bir,,tokopedia
"pengen beli sake dengan harga 100,000 di tokopedia",sake,,tokopedia
"pengen beli gin dengan harga 100,000 di tokopedia",gin,,tokopedia
"pengen beli tequila dengan harga 100,000 di tokopedia",tequila,,tokopedia
"pengen beli wiski dengan harga 100,000 di tokopedia",wiski,,tokopedia
"pengen beli brandy dengan harga 100,000 di tokopedia",brandy,,tokopedia
"pengen beli vodka dengan harga 100,000 di tokopedia",vodka,,tokopedia
"pengen beli tensimeter dengan harga 300,000 di tokopedia",tensimeter,,tokopedia
"pengen beli inhaler dengan harga 300,000 di tokopedia",inhaler,,tokopedia
"pengen beli tabung oksigen dengan harga 300,000 di tokopedia",tabung oksigen,,tokopedia
"pengen beli pulse oximeter dengan harga 300,000 di tokopedia",pulse oximeter,,tokopedia
"pengen beli parfum ysl dengan harga 300,000 di tokopedia",parfum ysl,,tokopedia
"pengen beli parfum dior dengan harga 300,000 di tokopedia",parfum dior,,tokopedia
"pengen beli parfum bulgari dengan harga 300,000 di tokopedia",parfum bulgari,,tokopedia
"pengen beli parfum chanel dengan harga 300,000 di tokopedia",parfum chanel,,tokopedia
"pengen beli parfum hmns dengan harga 300,000 di tokopedia",parfum hmns,,tokopedia
"pengen beli parfum geamoore dengan harga 300,000 di tokopedia",parfum geamoore,,tokopedia
"pengen beli hotel dengan harga 30,000,000,000 di tokopedia",hotel,,tokopedia
"pengen beli apartemen dengan harga 50,000,000,000 di tokopedia",apartemen,,tokopedia
"pengen beli monitor acer dengan harga 3,000,000 di tokopedia",monitor acer,,tokopedia
"pengen beli monitor hp dengan harga 3,000,000 di tokopedia",monitor hp,,tokopedia
"pengen beli monitor asus dengan harga 3,000,000 di tokopedia",monitor asus,,tokopedia
"pengen beli monitor dell dengan harga 3,000,000 di tokopedia",monitor dell,,tokopedia
"pengen beli monitor lg dengan harga 3,000,000 di tokopedia",monitor lg,,tokopedia
"pengen beli monitor samsung dengan harga 3,000,000 di tokopedia",monitor samsung,,tokopedia
"pengen beli kambing dengan harga 3,000,000 di tokopedia",kambing,,tokopedia
"pengen beli sapi dengan harga 13,000,000 di tokopedia",sapi,,tokopedia
"pengen beli domba dengan harga 8,000,000 di tokopedia",domba,,tokopedia
"pengen beli ayam dengan harga 3,000,000 di tokopedia",ayam,,tokopedia
"pengen beli senter dengan harga 50,000 di tokopedia",senter,,tokopedia
"pengen beli batu pondasi dengan harga 3,000,000 di tokopedia",batu pondasi,,tokopedia
"pengen beli semen dengan harga 80,000 di tokopedia",semen,,tokopedia
"pengen beli pasir dengan harga 90,000 di tokopedia",pasir,,tokopedia
"pengen beli baja dengan harga 1,000,000 di tokopedia",baja,,tokopedia
"pengen beli kayu dengan harga 200,000 di tokopedia",kayu,,tokopedia
"pengen beli genteng dengan harga 300,000 di tokopedia",genteng,,tokopedia
"pengen beli keramik dengan harga 200,000 di tokopedia",keramik,,tokopedia
"pengen beli pintu dengan harga 3,000,000 di tokopedia",pintu,,tokopedia
"pengen beli kusen dengan harga 3,000,000 di tokopedia",kusen,,tokopedia
"pengen beli rangka atap dengan harga 3,000,000 di tokopedia",rangka atap,,tokopedia
"pengen beli teralis dengan harga 2,000,000 di tokopedia",teralis,,tokopedia
"pengen beli lemari dengan harga 3,000,000 di tokopedia",lemari,,tokopedia
"pengen beli kompor dengan harga 3,000,000 di tokopedia",kompor,,tokopedia
"pengen beli kulkas dengan harga 3,000,000 di tokopedia",kulkas,,tokopedia
"pengen beli setrika dengan harga 3,000,000 di tokopedia",setrika,,tokopedia
"pengen beli bantal dengan harga 150,000 di tokopedia",bantal,,tokopedia
"pengen beli guling dengan harga 150,000 di tokopedia",guling,,tokopedia
"pengen beli gantungan dengan harga 30,000 di tokopedia",gantungan,,tokopedia
"pengen beli ember dengan harga 30,000 di tokopedia",ember,,tokopedia
"pengen beli gayung dengan harga 30,000 di tokopedia",gayung,,tokopedia
"pengen beli aki motor dengan harga 200,000 di tokopedia",aki motor,,tokopedia
"pengen beli ban dengan harga 300,000 di tokopedia",ban,,tokopedia
"pengen beli busi dengan harga 20,000 di tokopedia",busi,,tokopedia
"pengen beli rantai dengan harga 70,000 di tokopedia",rantai,,tokopedia
"pengen beli karburator dengan harga 450,000 di tokopedia",karburator,,tokopedia
"pengen beli blok silinder dengan harga 150,000 di tokopedia",blok silinder,,tokopedia
"pengen beli piston dengan harga 800,000 di tokopedia",piston,,tokopedia
"pengen beli laher dengan harga 200,000 di tokopedia",laher,,tokopedia
"pengen beli karter dengan harga 30,000 di tokopedia",karter,,tokopedia
"pengen beli katup dengan harga 50,000 di tokopedia",katup,,tokopedia
"pengen beli oli dengan harga 100,000 di tokopedia",oli,,tokopedia
"pengen beli saham aali dengan harga 1,000,000 di idx",saham aali,,idx
"pengen beli saham abba dengan harga 1,000,000 di idx",saham abba,,idx
"pengen beli saham abmm dengan harga 1,000,000 di idx",saham abmm,,idx
"pengen beli saham aces dengan harga 1,000,000 di idx",saham aces,,idx
"pengen beli saham acst dengan harga 1,000,000 di idx",saham acst,,idx
"pengen beli saham ades dengan harga 1,000,000 di idx",saham ades,,idx
"pengen beli saham adhi dengan harga 1,000,000 di idx",saham adhi,,idx
"pengen beli saham admf dengan harga 1,000,000 di idx",saham admf,,idx
"pengen beli saham admg dengan harga 1,000,000 di idx",saham admg,,idx
"pengen beli saham adro dengan harga 1,000,000 di idx",saham adro,,idx
"pengen beli saham agii dengan harga 1,000,000 di idx",saham agii,,idx
"pengen beli saham agro dengan harga 1,000,000 di idx",saham agro,,idx
"pengen beli saham agrs dengan harga 1,000,000 di idx",saham agrs,,idx
"pengen beli saham ahap dengan harga 1,000,000 di idx",saham ahap,,idx
"pengen beli saham aims dengan harga 1,000,000 di idx",saham aims,,idx
"pengen beli saham aisa dengan harga 1,000,000 di idx",saham aisa,,idx
"pengen beli kripto btc dengan harga 1,000,000 di binance",kripto btc,,binance
"pengen beli kripto bnb dengan harga 1,000,000 di binance",kripto bnb,,binance
"pengen beli kripto eth dengan harga 1,000,000 di binance",kripto eth,,binance
"pengen beli kripto lina dengan harga 1,000,000 di binance",kripto lina,,binance
"pengen beli kripto sol dengan harga 1,000,000 di binance",kripto sol,,binance
"pengen beli kripto arpa dengan harga 1,000,000 di binance",kripto arpa,,binance
"pengen beli kripto matic dengan harga 1,000,000 di binance",kripto matic,,binance
"pengen beli kripto op dengan harga 1,000,000 di binance",kripto op,,binance
"pengen beli kripto ltc dengan harga 1,000,000 di binance",kripto ltc,,binance
"pengen beli kripto arb dengan harga 1,000,000 di binance",kripto arb,,binance
